  R414	O	+ CH3		= CH3O			7.218636e+04
  M33	O	+ NO2		= NO3			6.565204e+04
  R409	O	+ CH2		= CH	+ OH		3.013342e+04
  R402	O	+ C2H5		= C2H5O			6.578089e+03
  R403	O	+ C2H5		= C2H4O	+ H		5.773548e+03
  R443	O	+ NO3		= NO2	+ O2		2.531032e+03
  R405	O	+ C2H5		= CH2O	+ CH3		1.159051e+03
  R406	O	+ C2H6		= C2H5	+ OH		7.942282e+02
  R404	O	+ C2H5		= C2H4	+ OH		6.578089e+02
  R398	O	+ C2H4		= CH3	+ CHO		4.896379e+02
  R400	O	+ C2H4		= CH2O	+ CH2		3.283950e+02
  R396	O	+ C2H4		= C2H3O	+ H		2.065649e+02
  R422	O	+ CH3O2		= CH3O	+ O2		8.395957e+01
  M26	N	+ O		= NO			3.780320e+01
  R399	O	+ C2H4		= C2H2O	+ H2		2.950927e+01
  R304	NH	+ O		= NO	+ H		1.152527e+00
  R322	NH2	+ O		= H	+ HNO		1.097839e+00
  R407	O	+ CH		= OH	+ C		6.096427e-01
  R391	O	+ C2H2		= CO	+ CH2		3.623572e-01
  R323	NH2	+ O		= OH	+ NH		1.704811e-01
  R397	O	+ C2H4		= C2H3	+ OH		1.276639e-01
  R324	NH2	+ O		= H2	+ NO		1.219822e-01
  R305	NH	+ O		= OH	+ N		1.152527e-01
  R395	O	+ C2H3		= C2H2O	+ H		3.467990e-02
  R393	O	+ C2H3		= C2H3O			3.166457e-02
  R394	O	+ C2H3		= C2H2	+ OH		3.166457e-02
  R440	O	+ HNO4		= HNO3	+ O2		1.053230e-02
  R425	O	+ CH4O2		= CH3O2	+ OH		3.742396e-03
  R389	O	+ C2H		= CO	+ CH		2.800887e-03
  R390	O	+ C2H2		= H	+ C2HO		1.318035e-03
  R417	O	+ CH3NO2	= OH	+ CH2O	+ NO	1.160410e-03
  R430	O	+ CN		= CO	+ N		4.685743e-04
  R431	O	+ CNO		= CO	+ NO		3.314714e-04
  R435	O	+ HCN		= H	+ CNO		1.850988e-04
  R418	O	+ CH3NO3	= OH	+ CH2O	+ NO2	8.170940e-05
  R436	O	+ HCN		= CO	+ NH		7.932805e-05
  R438	O	+ HCNO		= CO2	+ NH		6.376407e-07
  R437	O	+ HCNO		= CNO	+ OH		2.948899e-10
  R432	O	+ CNO		= CN	+ O2		1.167669e-10
  R392	O	+ C2H2N		= CH2O	+ CN		2.330559e-12
  M46	SO	+ O		= SO2			3.609540e-15
  M49	SO2	+ O		= SO3			6.382976e-18
  R578	HSO	+ O		= OH	+ SO		2.438117e-18
  R266	HS	+ O		= H	+ SO		1.978339e-19
  R274	HSO3	+ O		= OH	+ SO3		5.934628e-20
  R446	O	+ S2		= S	+ SO		6.769145e-29
  R231	H2S	+ O		= OH	+ HS		1.128889e-29
  R475	OCS	+ O		= CO	+ SO		2.674845e-32
  R429	O	+ CN		= C	+ NO		3.810159e-33
  R553	SO2	+ O		= SO	+ O2		3.771036e-36
  R125	CS	+ O		= CO	+ S		4.182192e-37
  R555	SO3	+ O		= SO2	+ O2		4.753450e-53
  R106	CH4S	+ O		= CH3	+ HSO		0.000000e+00

************************************************************

O2				PRODUCTION RXS		INT RX RATE	TP = 9.30e+12

  P4	O3			= O2	+ O(1D)		6.465012e+12
  R441	O	+ HO2		= OH	+ O2		1.464319e+12
  P3	O3			= O2	+ O		1.064795e+12
  R445	O	+ OH		= O2	+ H		1.421171e+11
  M34	O	+ O		= O2			9.875306e+10
  R192	H	+ O3		= OH	+ O2		4.535417e+10
  R522	OH	+ HO2		= H2O	+ O2		9.115745e+09
  R182	H	+ HO2		= H2	+ O2		7.651653e+09
  R257	HO2	+ HO2		= H2O2	+ O2		4.484546e+09
  M19	HO2	+ HO2		= H2O2	+ O2		1.708042e+09
  R444	O	+ O3		= O2	+ O2		1.229873e+08 (x2)
  R464	O(1D)	+ O2		= O	+ O2		6.767811e+07
  R261	HO2	+ O3		= OH	+ O2	+ O2	9.500495e+06 (x2)
  R525	OH	+ O3		= HO2	+ O2		8.882705e+06
  R420	O	+ CH3O		= CH3	+ O2		1.975028e+06
  M90	O	+ NO2		= NO	+ O2		5.407621e+05
  R470	O3	+ CH3		= CH3O	+ O2		3.253369e+05
  R465	O(1D)	+ O3		= O2	+ O2		9.416890e+03 (x2)
  R466	O(1D)	+ O3		= O2	+ O	+ O	9.416890e+03
  P9	NO3			= NO	+ O2		7.650844e+03
  R443	O	+ NO3		= NO2	+ O2		2.531032e+03
  R354	NO	+ O3		= NO2	+ O2		1.256489e+03
  R521	OH	+ HNO4		= H2O	+ NO2	+ O2	1.856956e+02
  R422	O	+ CH3O2		= CH3O	+ O2		8.395957e+01
  R471	O3	+ CH3O		= CH3O2	+ O2		3.156800e+01
  R260	HO2	+ NO3		= OH	+ NO2	+ O2	2.378547e+01
  R459	O(1D)	+ N2O		= O2	+ N2		1.746454e+01
  R251	HO2	+ C2H5		= C2H6	+ O2		4.211476e+00
  R254	HO2	+ CH3O2		= CH4O2	+ O2		3.551473e+00
  T1	O3			= O2	+ O		9.711700e-01
  R500	OH	+ CH3O2		= CH4O	+ O2		8.509867e-01
  R294	N	+ O3		= NO	+ O2		5.322964e-01
  R469	O3	+ C2H5		= C2H5O	+ O2		2.622702e-01
  T6	NO3			= NO	+ O2		2.055115e-01
  R258	HO2	+ NH2		= NH3	+ O2		2.767966e-02
  R440	O	+ HNO4		= HNO3	+ O2		1.053230e-02
  R462	O(1D)	+ NO		= O2	+ N		1.022239e-02
  R377	NO2	+ O3		= NO3	+ O2		9.339148e-03
  R463	O(1D)	+ NO2		= O2	+ NO		9.942789e-04
  R472	O3	+ CH3O2		= CH3O	+ O2	+ O2	1.220812e-06 (x2)
  R384	NO3	+ CH3O2		= CH3O	+ NO2	+ O2	1.522445e-09
  R376	NO2	+ NO3		= NO	+ NO2	+ O2	1.330481e-09
  R432	O	+ CNO		= CN	+ O2		1.167669e-10
  R85	CH3O2	+ CH3O2		= CH3O	+ CH3O	+ O2	2.102161e-11
  R86	CH3O2	+ CH3O2		= CH4O	+ CH2O	+ O2	1.282675e-11
  R387	NO3	+ NO3		= NO2	+ NO2	+ O2	2.945966e-13
  R156	H	+ CH3O2		= CH4	+ O2		1.095587e-16
  R244	HO2	+ C2H2		= C2H3	+ O2		2.007771e-17
  R545	SO	+ O3		= SO2	+ O2		1.431662e-17
  T2	HO2			= O2	+ H		4.059746e-18
  R537	S	+ O3		= O2	+ SO		1.906710e-18
  R570	S	+ HO2		= HS	+ O2		1.646435e-19
  R269	HS	+ O3		= O2	+ HSO		6.392788e-22
  R271	HSO	+ O3		= HS	+ O2	+ O2	3.302253e-22 (x2)
  R216	HSO	+ O3		= HSO2	+ O2		1.415251e-22
  R551	SO2	+ HO2		= HSO2	+ O2		8.877289e-26
  R553	SO2	+ O		= SO	+ O2		3.771036e-36
  R126	CS	+ O3		= O2	+ OCS		9.606212e-44
  R555	SO3	+ O		= SO2	+ O2		4.753450e-53
  T12	HNO4			= O2	+ HNO2		0.000000e+00

O2				LOSS RXS		INT RX RATE	TL = 9.30e+12

  M35	O	+ O2		= O3			7.575302e+12
  M17	H	+ O2		= HO2			1.357229e+12
  R645	O2	+ CHO2		= HO2	+ CO2		2.308499e+11
  P1	O2			= O	+ O		8.106672e+10
  P2	O2			= O	+ O(1D)		5.491855e+10
  R118	CHO	+ O2		= CO	+ HO2		3.875394e+09
  M4	CH3	+ O2		= CH3O2			2.284435e+08
  R6	C	+ O2		= CO	+ O		9.583678e+07
  R464	O(1D)	+ O2		= O	+ O2		6.767811e+07
  R81	CH3O	+ O2		= CH2O	+ HO2		2.088958e+07
  R26	C2H5O	+ O2		= C2H4O	+ HO2		2.079962e+03
  R293	N	+ O2		= NO	+ O		1.243717e+00
  R306	NH	+ O2		= OH	+ NO		7.416646e-02
  R307	NH	+ O2		= O	+ HNO		1.619050e-08
  R536	S	+ O2		= SO	+ O		1.407849e-14
  R273	HSO2	+ O2		= HO2	+ SO2		4.261157e-17
  R544	SO	+ O2		= SO2	+ O		3.752936e-17
  R275	HSO3	+ O2		= HO2	+ SO3		7.080182e-18
  R558	HSO	+ O2		= OH	+ SO2		1.994127e-19
  M21	HS	+ O2		= HSO2			7.208247e-21
  R562	SO21	+ O2		= O	+ SO3		1.671107e-23
  R268	HS	+ O2		= SO	+ OH		3.565566e-24
  R540	CS	+ O2		= OCS	+ O		3.997095e-42
  R89	CH3S	+ O2		= CH3	+ SO2		0.000000e+00

************************************************************

O3				PRODUCTION RXS		INT RX RATE	TP = 7.58e+12

  M35	O	+ O2		= O3			7.575302e+12

O3				LOSS RXS		INT RX RATE	TL = 7.58e+12

  P4	O3			= O2	+ O(1D)		6.465012e+12
  P3	O3			= O2	+ O		1.064795e+12
  R192	H	+ O3		= OH	+ O2		4.535417e+10
  R444	O	+ O3		= O2	+ O2		1.229873e+08
  R261	HO2	+ O3		= OH	+ O2	+ O2	9.500495e+06
  R525	OH	+ O3		= HO2	+ O2		8.882705e+06
  R470	O3	+ CH3		= CH3O	+ O2		3.253369e+05
  R465	O(1D)	+ O3		= O2	+ O2		9.416890e+03
  R466	O(1D)	+ O3		= O2	+ O	+ O	9.416890e+03
  R354	NO	+ O3		= NO2	+ O2		1.256489e+03
  R471	O3	+ CH3O		= CH3O2	+ O2		3.156800e+01
  T1	O3			= O2	+ O		9.711700e-01
  R294	N	+ O3		= NO	+ O2		5.322964e-01
  R469	O3	+ C2H5		= C2H5O	+ O2		2.622702e-01
  R377	NO2	+ O3		= NO3	+ O2		9.339148e-03
  R325	NH2	+ O3		= H2O	+ NO2		4.821008e-04
  R468	O3	+ C2H4		= CH2O	+ CH2O2		3.841517e-06
  R472	O3	+ CH3O2		= CH3O	+ O2	+ O2	1.220812e-06
  R421	O3	+ C2H2		= CO	+ CH2O2		3.013779e-12
  R545	SO	+ O3		= SO2	+ O2		1.431662e-17
  R537	S	+ O3		= O2	+ SO		1.906710e-18
  R269	HS	+ O3		= O2	+ HSO		6.392788e-22
  R271	HSO	+ O3		= HS	+ O2	+ O2	3.302253e-22
  R216	HSO	+ O3		= HSO2	+ O2		1.415251e-22
  R126	CS	+ O3		= O2	+ OCS		9.606212e-44
  R90	CH3S	+ O3		= CH3O	+ SO2		0.000000e+00

************************************************************

O(1D)				PRODUCTION RXS		INT RX RATE	TP = 6.57e+12

  P4	O3			= O2	+ O(1D)		6.465012e+12
  P2	O2			= O	+ O(1D)		5.491855e+10
  P37	CO2			= CO	+ O(1D)		5.117584e+10
  P11	N2O			= N2	+ O(1D)		1.839380e+06
  P72	H2O			= H2	+ O(1D)		1.715266e+04
  P17	HNO3			= HNO2	+ O(1D)		2.714685e+01

O(1D)				LOSS RXS		INT RX RATE	TL = 6.57e+12

  R458	O(1D)	+ N2		= O	+ N2		6.341698e+12
  R454	O(1D)	+ CO2		= CO2	+ O		2.290866e+11
  R455	O(1D)	+ H2		= H	+ OH		2.462890e+08
  R464	O(1D)	+ O2		= O	+ O2		6.767811e+07
  R456	O(1D)	+ H2O		= OH	+ OH		5.273827e+06
  M36	O(1D)	+ N2		= N2O			1.839499e+06
  R450	O(1D)	+ CH4		= CH3	+ OH		1.785659e+06
  R449	O(1D)	+ CH4		= CH3O	+ H		4.740688e+05
  R451	O(1D)	+ CH4		= CH2O	+ H2		1.185172e+05
  R465	O(1D)	+ O3		= O2	+ O2		9.416890e+03
  R466	O(1D)	+ O3		= O2	+ O	+ O	9.416890e+03
  R453	O(1D)	+ CH4O		= CH3O	+ OH		3.032875e+01
  R460	O(1D)	+ N2O		= NO	+ NO		2.734728e+01
  R459	O(1D)	+ N2O		= O2	+ N2		1.746454e+01
  R452	O(1D)	+ CH4O		= CH3O2	+ H		6.499017e+00
  R448	O(1D)	+ C2H6		= C2H5	+ OH		9.999782e-01
  R462	O(1D)	+ NO		= O2	+ N		1.022239e-02
  R463	O(1D)	+ NO2		= O2	+ NO		9.942789e-04
  R457	O(1D)	+ HCNO		= CO2	+ NH		1.147681e-04
  R447	O(1D)	+ C2H4		= C2H3	+ OH		1.092701e-05
  R461	O(1D)	+ NH3		= OH	+ NH2		5.107074e-09
  R467	O(1D)	+ OCS		= CO	+ SO		3.622729e-36

************************************************************

N2				PRODUCTION RXS		INT RX RATE	TP = 6.34e+12

  R458	O(1D)	+ N2		= O	+ N2		6.341698e+12
  P11	N2O			= N2	+ O(1D)		1.839380e+06
  R459	O(1D)	+ N2O		= O2	+ N2		1.746454e+01
  R291	N	+ NO		= O	+ N2		2.657777e-01
  R296	N2O	+ C		= CO	+ N2		5.261823e-03
  R320	NH2	+ NO		= H2O	+ N2		2.488139e-06
  R201	NH	+ NO		= OH	+ N2		2.002350e-07
  M25	N	+ N		= N2			2.822693e-08
  R289	N	+ NH		= N2	+ H		9.969612e-10
  R351	NO	+ CNO		= CO2	+ N2		1.903362e-10
  R352	NO	+ CNO		= CO	+ N2	+ O	9.274370e-11
  R298	N2O	+ CN		= N2	+ CNO		2.067337e-12
  R284	N	+ CN		= C	+ N2		3.093720e-13
  R373	NO2	+ CN		= CO2	+ N2		7.737946e-18
  T4	N2O			= N2	+ O		1.155457e-23
  P67	N2H2			= N2	+ H2		1.213730e-32
  R643	N2H3	+ N2H3		= NH3	+ NH3	+ N2	3.194025e-33

N2				LOSS RXS		INT RX RATE	TL = 6.34e+12

  R458	O(1D)	+ N2		= O	+ N2		6.341698e+12
  M36	O(1D)	+ N2		= N2O			1.839499e+06
  R5	C	+ N2		= CN	+ N		5.452756e-36
  P39	N2			= N	+ N		0.000000e+00

************************************************************

H				PRODUCTION RXS		INT RX RATE	TP = 3.32e+12

  M89	OH	+ CO		= CO2	+ H		1.324959e+12
  P6	H2O			= H	+ OH		9.369836e+11
  R512	OH	+ H2		= H2O	+ H		8.663408e+11
  R445	O	+ OH		= O2	+ H		1.421171e+11
  P20	CH2O			= CHO	+ H		3.412728e+10
  R427	O	+ CHO		= CO2	+ H		9.717863e+09
  R433	O	+ H2		= H	+ OH		7.688493e+09
  R415	O	+ CH3		= CH2O	+ H		3.050306e+08
  R455	O(1D)	+ H2		= H	+ OH		2.462890e+08
  R416	O	+ CH3		= CO	+ H2	+ H	1.246268e+08
  P40	CH4O			= CH3O	+ H		9.804547e+06
  R597	CH21	+ H2		= CH3	+ H		6.608731e+06
  P32	CH4			= CH3	+ H		5.820161e+06
  R408	O	+ CH		= CO	+ H		8.821795e+05
  P34	CH4			= CH	+ H2	+ H	8.517309e+05
  R411	O	+ CH2		= CO	+ H	+ H	5.022237e+05 (x2)
  R449	O(1D)	+ CH4		= CH3O	+ H		4.740688e+05
  P71	HNO			= NO	+ H		6.211357e+04
  P73	H2O			= H	+ H	+ O	2.020095e+04 (x2)
  R203	H2	+ CH3		= CH4	+ H		1.269094e+04
  R403	O	+ C2H5		= C2H4O	+ H		5.773548e+03
  T47	CH3O			= CH2O	+ H		7.854585e+02
  R33	CH	+ CH4		= C2H4	+ H		5.908154e+02
  R202	H2	+ CH		= CH2	+ H		2.729247e+02
  R295	N	+ OH		= NO	+ H		2.644062e+02
  T18	CH3O2			= CH2O2	+ H		2.274175e+02
  R396	O	+ C2H4		= C2H3O	+ H		2.065649e+02
  T38	C2H5O			= C2H4O	+ H		7.422079e+01
  P28	CH2O2			= CHO2	+ H		2.912333e+01
  R370	NO2	+ CHO		= NO	+ CO2	+ H	2.311493e+01
  R452	O(1D)	+ CH4O		= CH3O2	+ H		6.499017e+00
  R206	H2	+ CHO		= CH2O	+ H		4.395438e+00
  R204	H2	+ CH3O		= CH4O	+ H		2.074585e+00
  R304	NH	+ O		= NO	+ H		1.152527e+00
  R322	NH2	+ O		= H	+ HNO		1.097839e+00
  P42	NH3			= NH2	+ H		2.456213e-01
  P63	C2H6			= C2H4	+ H	+ H	1.645721e-01 (x2)
  P59	C2H4			= C2H2	+ H	+ H	1.112874e-01 (x2)
  R198	H2	+ C2H5		= C2H6	+ H		6.155971e-02
  R492	OH	+ CH2		= CH2O	+ H		4.726660e-02
  R395	O	+ C2H3		= C2H2O	+ H		3.467990e-02
  P60	C2H4			= C2H3	+ H		2.225747e-02
  P57	C2H3			= C2H2	+ H		9.760622e-03
  P56	C2H2			= C2H	+ H		5.866197e-03
  R195	H2	+ C2H		= C2H2	+ H		2.541809e-03
  R308	NH	+ OH		= H	+ HNO		1.943763e-03
  R390	O	+ C2H2		= H	+ C2HO		1.318035e-03
  R212	H2	+ NH2		= NH3	+ H		3.952272e-04
  P41	HCN			= H	+ CN		3.554675e-04
  R435	O	+ HCN		= H	+ CNO		1.850988e-04
  R281	N	+ CH		= CN	+ H		3.957640e-05
  R339	NO	+ CH		= H	+ CNO		1.704858e-05
  R44	CH2	+ CH3		= C2H4	+ H		9.841242e-06
  R495	OH	+ CH3		= CH3O	+ H		8.219816e-06
  R301	NH	+ NO		= N2O	+ H		9.128223e-07
  R197	H2	+ C2H3		= C2H4	+ H		2.874011e-07
  R207	H2	+ CN		= HCN	+ H		1.221331e-07
  R209	H2	+ HO2		= H2O2	+ H		4.437964e-08
  R506	OH	+ CN		= H	+ CNO		6.065445e-09
  R289	N	+ NH		= N2	+ H		9.969612e-10
  T27	C2H5			= C2H4	+ H		9.046611e-11
  R277	N	+ C2H3		= C2H2N	+ H		2.330560e-12
  P68	N2H4			= N2H3	+ H		4.944575e-14
  R327	NH3	+ CH		= HCN	+ H2	+ H	4.436610e-14
  R213	H2	+ NO2		= H	+ HNO2		5.040776e-15
  R528	OH	+ SO		= SO2	+ H		1.843799e-15
  P70	C2H5N			= HCN	+ CH3	+ H	1.282755e-15
  R479	OH	+ C2H2		= C2H2O	+ H		2.156767e-16
  R3	C	+ H2		= CH	+ H		6.454197e-17
  T8	HNO			= H	+ NO		5.003402e-18
  T2	HO2			= O2	+ H		4.059746e-18
  R205	H2	+ CH3O2		= CH4O2	+ H		1.012520e-18
  R266	HS	+ O		= H	+ SO		1.978339e-19
  R527	OH	+ S		= H	+ SO		6.623183e-20
  T49	CHO2			= CO2	+ H		4.216451e-25
  T19	CH4O			= CH3O	+ H		3.159524e-25
  P45	H2S			= HS	+ H		1.238413e-26
  T25	C2H3			= C2H2	+ H		7.760087e-27
  T43	HSO2			= SO2	+ H		4.354204e-28
  R546	SO2	+ C2H		= CO	+ OCS	+ H	1.215185e-30
  R10	H2	+ C2H4		= C2H5	+ H		7.480391e-43
  R41	H2	+ C2H2		= C2H3	+ H		5.490307e-47
  T28	C2H6			= C2H5	+ H		6.441478e-49
  R533	S	+ HS		= H	+ S2		9.350540e-50
  T57	HCN			= H	+ CN		4.204315e-73
  T42	HSO			= SO	+ H		1.105808e-78
  T59	H2S			= HS	+ H		6.751564e-93
  T46	CHO			= CO	+ H		3.305592e-141
  P38	H2			= H	+ H		0.000000e+00 (x2)

H				LOSS RXS		INT RX RATE	TL = 3.32e+12

  M17	H	+ O2		= HO2			1.357229e+12
  M12	H	+ CO		= CHO			8.027974e+11
  R162	H	+ CHO		= CO	+ H2		7.341823e+11
  M10	H	+ CHO		= CH2O			1.492095e+11
  R180	H	+ HO2		= OH	+ OH		7.984334e+10
  R148	H	+ CH2O		= H2	+ CHO		5.860083e+10
  R192	H	+ O3		= OH	+ O2		4.535417e+10
  M16	H	+ O		= OH			3.199542e+10
  M18	H	+ OH		= H2O			1.666106e+10
  M13	H	+ H		= H2			1.308477e+10 (x2)
  R182	H	+ HO2		= H2	+ O2		7.651653e+09
  M57	H	+ CH3		= CH4			6.827127e+09
  R181	H	+ HO2		= O	+ H2O		1.774296e+09
  R152	H	+ CH3O		= CH4O			6.480110e+08
  M88	H	+ CH2O		= CH3O			4.985144e+08
  R157	H	+ CH4		= CH3	+ H2		4.912832e+08
  R153	H	+ CH3O		= CH3	+ OH		3.595206e+08
  R159	H	+ CH4O		= CH3O	+ H2		2.464788e+08
  R167	H	+ H2O2		= OH	+ H2O		2.592014e+07
  R154	H	+ CH3O		= CH2O	+ H2		2.247003e+07
  R166	H	+ H2O		= H2	+ OH		3.298206e+06
  R168	H	+ H2O2		= H2	+ HO2		2.949037e+06
  R138	H	+ C2H4O		= CH4	+ CHO		1.211742e+06
  M15	H	+ NO		= HNO			7.527648e+05
  R137	H	+ C2H4O		= C2H3O	+ H2		7.449970e+05
  R172	H	+ HNO		= H2	+ NO		6.035109e+05
  R133	H	+ C2H3O		= CHO	+ CH3		2.511401e+05
  R134	H	+ C2H3O		= C2H2O	+ H2		1.369855e+05
  R189	H	+ NO2		= OH	+ NO		1.317306e+05
  R130	H	+ C2H2O		= CO	+ CH3		4.462325e+04
  M58	H	+ C2H5		= C2H6			2.473333e+04
  R140	H	+ C2H5		= CH3	+ CH3		2.303890e+04
  R146	H	+ CH2		= CH	+ H2		1.359732e+04
  R142	H	+ C2H5O		= C2H4O	+ H2		7.639311e+03
  R143	H	+ C2H6		= C2H5	+ H2		5.526316e+03
  R136	H	+ C2H4O		= C2H5O			3.113948e+03
  R145	H	+ CH		= C	+ H2		2.528786e+03
  M9	H	+ C2H4		= C2H5			1.277202e+03
  R141	H	+ C2H5		= C2H4	+ H2		1.151945e+03
  R190	H	+ NO3		= OH	+ NO2		4.348998e+02
  R165	H	+ CO2		= CO	+ OH		2.359873e+02
  R175	H	+ HNO2		= OH	+ HNO		2.289383e+01
  R155	H	+ CH3O2		= CH3O	+ OH		9.111772e+00
  R177	H	+ HNO2		= H2O	+ NO		7.922485e+00
  M23	N	+ H		= NH			1.173104e+00
  M56	H	+ CH2		= CH3			8.341736e-01
  R176	H	+ HNO2		= H2	+ NO2		5.673011e-01
  R150	H	+ CH3NO2	= CH4O	+ NO		5.087035e-01
  M14	H	+ NH2		= NH3			2.560869e-01
  R171	H	+ HCNO		= CO	+ NH2		1.477653e-01
  R131	H	+ C2H3		= C2H4			5.550589e-02
  M7	H	+ C2H2		= C2H3			2.053280e-02
  R149	H	+ CH3		= CH2	+ H2		6.901860e-03
  R132	H	+ C2H3		= C2H2	+ H2		5.721340e-03
  R161	H	+ CH4O2		= H2	+ CH3O2		4.561184e-03
  R160	H	+ CH4O2		= CH3O	+ H2O		3.780160e-03
  R127	H	+ C2H		= C2H2			3.590030e-04
  R163	H	+ CNO		= CO	+ NH		1.263265e-04
  R178	H	+ HNO3		= H2O	+ NO2		3.658487e-05
  R173	H	+ HNO		= OH	+ NH		6.939172e-06
  R135	H	+ C2H4		= C2H3	+ H2		1.602182e-06
  R186	H	+ NH3		= H2	+ NH2		8.183080e-08
  M11	H	+ CN		= HCN			1.915999e-09
  R164	H	+ CNO		= HCN	+ O		2.291862e-10
  R179	H	+ HNO3		= H2	+ NO3		7.177260e-11
  R169	H	+ HCNO		= H2	+ CNO		5.171268e-11
  R183	H	+ N2O		= NO	+ NH		4.371239e-13
  R641	N2H3	+ H		= NH2	+ NH2		5.120642e-14
  R174	H	+ HNO		= NH2	+ O		9.787417e-15
  R639	N2H4	+ H		= N2H3	+ H2		1.760296e-15
  R156	H	+ CH3O2		= CH4	+ O2		1.095587e-16
  R129	H	+ C2H2		= C2H	+ H2		3.320765e-18
  M51	H	+ SO		= HSO			2.680413e-18
  R575	HSO	+ H		= HS	+ OH		2.257905e-20
  M48	SO2	+ H		= HSO2			1.125046e-20
  R576	HSO	+ H		= H2	+ SO		2.007027e-21
  R554	SO3	+ H		= OH	+ SO2		1.537744e-21
  R567	HSO3	+ H		= H2	+ SO3		4.168288e-22
  R560	HS	+ H		= H2	+ S		3.180116e-22
  R230	H2S	+ H		= H2	+ HS		2.376872e-29
