  M26	N	+ O		= NO			3.806492e-01
  R391	O	+ C2H2		= CO	+ CH2		8.533027e-02
  R402	O	+ C2H5		= C2H5O			8.145643e-02
  R403	O	+ C2H5		= C2H4O	+ H		5.621926e-02
  R322	NH2	+ O		= H	+ HNO		4.798515e-02
  R397	O	+ C2H4		= C2H3	+ OH		4.565626e-02
  R425	O	+ CH4O2		= CH3O2	+ OH		3.137075e-02
  R393	O	+ C2H3		= C2H3O			1.804349e-02
  R394	O	+ C2H3		= C2H2	+ OH		1.804349e-02
  R395	O	+ C2H3		= C2H2O	+ H		1.709038e-02
  R304	NH	+ O		= NO	+ H		1.698448e-02
  R405	O	+ C2H5		= CH2O	+ CH3		1.128612e-02
  R406	O	+ C2H6		= C2H5	+ OH		9.338340e-03
  R404	O	+ C2H5		= C2H4	+ OH		8.145643e-03
  R323	NH2	+ O		= OH	+ NH		7.451509e-03
  R324	NH2	+ O		= H2	+ NO		5.331683e-03
  R305	NH	+ O		= OH	+ N		1.698448e-03
  R440	O	+ HNO4		= HNO3	+ O2		1.082464e-03
  R390	O	+ C2H2		= H	+ C2HO		2.303191e-04
  R430	O	+ CN		= CO	+ N		6.354757e-05
  R389	O	+ C2H		= CO	+ CH		3.042187e-05
  R417	O	+ CH3NO2	= OH	+ CH2O	+ NO	2.429857e-07
  R446	O	+ S2		= S	+ SO		1.605863e-07
  R431	O	+ CNO		= CO	+ NO		3.827711e-08
  R435	O	+ HCN		= H	+ CNO		2.899763e-08
  R436	O	+ HCN		= CO	+ NH		1.242756e-08
  R418	O	+ CH3NO3	= OH	+ CH2O	+ NO2	3.779978e-09
  R553	SO2	+ O		= SO	+ O2		1.594677e-10
  R438	O	+ HCNO		= CO2	+ NH		1.401855e-10
  R437	O	+ HCNO		= CNO	+ OH		4.524527e-14
  R475	OCS	+ O		= CO	+ SO		2.359141e-14
  R432	O	+ CNO		= CN	+ O2		9.120766e-16
  R392	O	+ C2H2N		= CH2O	+ CN		1.844415e-16
  R125	CS	+ O		= CO	+ S		1.449274e-18
  R555	SO3	+ O		= SO2	+ O2		2.192613e-31
  R429	O	+ CN		= C	+ NO		3.136140e-38
  R106	CH4S	+ O		= CH3	+ HSO		0.000000e+00

************************************************************

CO2				PRODUCTION RXS		INT RX RATE	TP = 6.87e+12

  M89	OH	+ CO		= CO2	+ H		3.120295e+12
  R454	O(1D)	+ CO2		= CO2	+ O		2.739881e+12
  M31	O	+ CO		= CO2			7.468502e+11
  R645	O2	+ CHO2		= HO2	+ CO2		2.563801e+11
  R427	O	+ CHO		= CO2	+ H		1.569416e+09
  R428	O	+ CHO2		= CO2	+ OH		8.136569e+07
  R505	OH	+ CHO2		= CO2	+ H2O		1.466516e+03
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	5.430607e+02
  R370	NO2	+ CHO		= NO	+ CO2	+ H	7.804174e-02
  R358	NO2	+ C2H3O		= CO2	+ CH3	+ NO	2.456789e-05
  T49	CHO2			= CO2	+ H		3.259714e-06
  R337	NO	+ C2HO		= HCN	+ CO2		3.179679e-06
  R457	O(1D)	+ HCNO		= CO2	+ NH		1.813244e-07
  R438	O	+ HCNO		= CO2	+ NH		1.401855e-10
  R360	NO2	+ C2HO		= CO2	+ HCNO		5.415346e-12
  R351	NO	+ CNO		= CO2	+ N2		2.766620e-17
  R374	NO2	+ CNO		= CO2	+ N2O		1.845475e-17
  R473	OCS	+ OH		= CO2	+ HS		4.657131e-21
  T15	CH2O2			= CO2	+ H2		9.730520e-26
  R373	NO2	+ CN		= CO2	+ N2		3.650215e-27

CO2				LOSS RXS		INT RX RATE	TL = 6.88e+12

  P36	CO2			= CO	+ O		4.004789e+12
  R454	O(1D)	+ CO2		= CO2	+ O		2.739881e+12
  P37	CO2			= CO	+ O(1D)		1.376702e+11
  R572	S	+ CO2		= SO	+ CO		4.816054e+04
  R123	CO2	+ CH2		= CH2O	+ CO		4.103212e+04
  R165	H	+ CO2		= CO	+ OH		5.821703e-05
  R124	CO2	+ CN		= CNO	+ CO		1.524536e-33

************************************************************

O2				PRODUCTION RXS		INT RX RATE	TP = 6.59e+12

  P4	O3			= O2	+ O(1D)		2.658115e+12
  R441	O	+ HO2		= OH	+ O2		2.302816e+12
  R192	H	+ O3		= OH	+ O2		8.067370e+11
  P3	O3			= O2	+ O		3.428451e+11
  M34	O	+ O		= O2			2.127752e+11
  R257	HO2	+ HO2		= H2O2	+ O2		1.214356e+11
  R445	O	+ OH		= O2	+ H		9.718625e+10
  M19	HO2	+ HO2		= H2O2	+ O2		4.611134e+10
  R182	H	+ HO2		= H2	+ O2		1.517559e+09
  R261	HO2	+ O3		= OH	+ O2	+ O2	1.064942e+09 (x2)
  R444	O	+ O3		= O2	+ O2		9.525334e+08 (x2)
  R464	O(1D)	+ O2		= O	+ O2		3.162802e+08
  R545	SO	+ O3		= SO2	+ O2		3.090356e+08
  R522	OH	+ HO2		= H2O	+ O2		1.932673e+07
  R470	O3	+ CH3		= CH3O	+ O2		5.362435e+05
  R551	SO2	+ HO2		= HSO2	+ O2		3.668486e+05
  R525	OH	+ O3		= HO2	+ O2		1.646526e+05
  T1	O3			= O2	+ O		1.528325e+05
  R420	O	+ CH3O		= CH3	+ O2		1.487501e+05
  R465	O(1D)	+ O3		= O2	+ O2		1.178051e+05 (x2)
  R466	O(1D)	+ O3		= O2	+ O	+ O	1.178051e+05
  R537	S	+ O3		= O2	+ SO		9.075616e+04
  R269	HS	+ O3		= O2	+ HSO		2.143257e+04
  M90	O	+ NO2		= NO	+ O2		1.609132e+04
  R570	S	+ HO2		= HS	+ O2		3.622053e+03
  R271	HSO	+ O3		= HS	+ O2	+ O2	1.329639e+03 (x2)
  R216	HSO	+ O3		= HSO2	+ O2		5.698455e+02
  R443	O	+ NO3		= NO2	+ O2		2.855547e+02
  R260	HO2	+ NO3		= OH	+ NO2	+ O2	1.765774e+02
  R471	O3	+ CH3O		= CH3O2	+ O2		8.261571e+01
  R354	NO	+ O3		= NO2	+ O2		6.691611e+01
  R422	O	+ CH3O2		= CH3O	+ O2		5.138445e+01
  P9	NO3			= NO	+ O2		2.332844e+01
  R254	HO2	+ CH3O2		= CH4O2	+ O2		8.767133e+00
  T12	HNO4			= O2	+ HNO2		2.950938e+00
  R459	O(1D)	+ N2O		= O2	+ N2		3.978229e-01
  R521	OH	+ HNO4		= H2O	+ NO2	+ O2	1.771262e-01
  R294	N	+ O3		= NO	+ O2		1.043619e-01
  T6	NO3			= NO	+ O2		1.608374e-02
  R377	NO2	+ O3		= NO3	+ O2		8.304470e-03
  R258	HO2	+ NH2		= NH3	+ O2		6.069782e-03
  R440	O	+ HNO4		= HNO3	+ O2		1.082464e-03
  R500	OH	+ CH3O2		= CH4O	+ O2		2.340168e-04
  R469	O3	+ C2H5		= C2H5O	+ O2		1.807904e-04
  R462	O(1D)	+ NO		= O2	+ N		1.450432e-04
  R251	HO2	+ C2H5		= C2H6	+ O2		1.007066e-04
  R463	O(1D)	+ NO2		= O2	+ NO		9.380075e-05
  R472	O3	+ CH3O2		= CH3O	+ O2	+ O2	2.334171e-05 (x2)
  R384	NO3	+ CH3O2		= CH3O	+ NO2	+ O2	7.760266e-10
  R553	SO2	+ O		= SO	+ O2		1.594677e-10
  R376	NO2	+ NO3		= NO	+ NO2	+ O2	7.593811e-11
  R85	CH3O2	+ CH3O2		= CH3O	+ CH3O	+ O2	2.289840e-12
  R86	CH3O2	+ CH3O2		= CH4O	+ CH2O	+ O2	1.397190e-12
  T2	HO2			= O2	+ H		1.550785e-13
  R387	NO3	+ NO3		= NO2	+ NO2	+ O2	7.003018e-14
  R244	HO2	+ C2H2		= C2H3	+ O2		1.093950e-15
  R432	O	+ CNO		= CN	+ O2		9.120766e-16
  R156	H	+ CH3O2		= CH4	+ O2		2.556563e-22
  R126	CS	+ O3		= O2	+ OCS		9.755281e-29
  R555	SO3	+ O		= SO2	+ O2		2.192613e-31

O2				LOSS RXS		INT RX RATE	TL = 6.59e+12

  M35	O	+ O2		= O3			3.810031e+12
  M17	H	+ O2		= HO2			1.685553e+12
  R118	CHO	+ O2		= CO	+ HO2		7.186353e+11
  R645	O2	+ CHO2		= HO2	+ CO2		2.563801e+11
  P1	O2			= O	+ O		5.556305e+10
  P2	O2			= O	+ O(1D)		4.239164e+10
  R6	C	+ O2		= CO	+ O		2.285310e+10
  R544	SO	+ O2		= SO2	+ O		1.632051e+09
  R464	O(1D)	+ O2		= O	+ O2		3.162802e+08
  R273	HSO2	+ O2		= HO2	+ SO2		2.826171e+08
  M21	HS	+ O2		= HSO2			2.822563e+08
  R536	S	+ O2		= SO	+ O		1.462847e+08
  M4	CH3	+ O2		= CH3O2			1.185008e+08
  R81	CH3O	+ O2		= CH2O	+ HO2		3.445162e+07
  R558	HSO	+ O2		= OH	+ SO2		1.237765e+05
  R275	HSO3	+ O2		= HO2	+ SO3		4.876594e+03
  R268	HS	+ O2		= SO	+ OH		2.082865e+03
  R562	SO21	+ O2		= O	+ SO3		1.767327e+00
  R26	C2H5O	+ O2		= C2H4O	+ HO2		1.559399e-02
  R293	N	+ O2		= NO	+ O		1.498120e-02
  R306	NH	+ O2		= OH	+ NO		2.093470e-03
  R307	NH	+ O2		= O	+ HNO		2.637780e-10
  R540	CS	+ O2		= OCS	+ O		3.129294e-27
  R89	CH3S	+ O2		= CH3	+ SO2		0.000000e+00

************************************************************

CO				PRODUCTION RXS		INT RX RATE	TP = 4.89e+12

  P36	CO2			= CO	+ O		4.004789e+12
  R118	CHO	+ O2		= CO	+ HO2		7.186353e+11
  P37	CO2			= CO	+ O(1D)		1.376702e+11
  R6	C	+ O2		= CO	+ O		2.285310e+10
  R426	O	+ CHO		= CO	+ OH		1.569416e+09
  R162	H	+ CHO		= CO	+ H2		4.154149e+07
  P21	CH2O			= CO	+ H2		3.597621e+07
  R416	O	+ CH3		= CO	+ H2	+ H	3.562695e+07
  R411	O	+ CH2		= CO	+ H	+ H	1.027017e+07
  R408	O	+ CH		= CO	+ H		7.985282e+06
  R412	O	+ CH2		= CO	+ H2		6.247684e+06
  R572	S	+ CO2		= SO	+ CO		4.816054e+04
  R543	SO	+ CHO		= HSO	+ CO		4.633195e+04
  R123	CO2	+ CH2		= CH2O	+ CO		4.103212e+04
  T46	CHO			= CO	+ H		1.367846e+04
  R504	OH	+ CHO		= CO	+ H2O		9.625363e+03
  R561	CHO	+ CHO		= CH2O	+ CO		4.933066e+03
  T32	C2H3O			= CO	+ CH3		3.915960e+03
  R200	H2	+ C2HO		= CH3	+ CO		1.817818e+02
  R130	H	+ C2H2O		= CO	+ CH3		1.473086e+02
  R71	CH3	+ CHO		= CH4	+ CO		9.765179e+01
  R483	OH	+ C2H2O		= CO	+ CH3O		8.583647e+01
  R8	C	+ SO2		= CO	+ SO		3.131435e+01
  P29	CH2O2			= H2O	+ CO		4.859450e+00
  R369	NO2	+ CHO		= NO	+ CO	+ OH	2.755766e+00
  R348	NO	+ CHO		= CO	+ HNO		2.370588e+00
  R113	CHO	+ CH3O		= CH4O	+ CO		5.577248e-01
  P23	C2H4O			= CO	+ CH4		2.130546e-01
  R569	S	+ CHO		= HS	+ CO		2.061555e-01
  R391	O	+ C2H2		= CO	+ CH2		8.533027e-02
  R267	HS	+ CHO		= H2S	+ CO		4.173491e-02
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	1.124679e-02
  R296	N2O	+ C		= CO	+ N2		8.470020e-03
  R35	CH2	+ C2H2O		= C2H4	+ CO		6.244604e-03
  R110	CHO	+ C2H3O		= C2H4O	+ CO		2.420382e-03
  R430	O	+ CN		= CO	+ N		6.354757e-05
  R165	H	+ CO2		= CO	+ OH		5.821703e-05
  R60	CH3	+ C2H3O		= C2H6	+ CO		3.390998e-05
  R331	NO	+ C		= CO	+ N		3.334812e-05
  R389	O	+ C2H		= CO	+ CH		3.042187e-05
  R336	NO	+ C2HO		= CO	+ HCNO		9.842685e-06
  R171	H	+ HCNO		= CO	+ NH2		9.660886e-06
  R50	CH2	+ CHO		= CO	+ CH3		3.587828e-06
  T48	CHO2			= CO	+ OH		7.945973e-07
  R112	CHO	+ C2H5		= C2H6	+ CO		3.253211e-07
  R340	NO	+ CH		= CO	+ NH		5.684871e-08
  R431	O	+ CNO		= CO	+ NO		3.827711e-08
  R436	O	+ HCN		= CO	+ NH		1.242756e-08
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	1.121228e-08
  R163	H	+ CNO		= CO	+ NH		1.540958e-10
  R355	NO2	+ C		= CO	+ NO		9.822887e-12
  R361	NO2	+ C2HO		= CO	+ CHO	+ NO	8.134160e-12
  R482	OH	+ C2H2		= CO	+ CH3		7.703920e-12
  R546	SO2	+ C2H		= CO	+ OCS	+ H	7.507855e-12
  P31	OCS			= CO	+ S		7.276306e-12
  R421	O3	+ C2H2		= CO	+ CH2O2		3.055938e-12
  R109	CHO	+ C2H3		= C2H4	+ CO		3.200742e-13
  R477	OH	+ C2H		= CO	+ CH2		2.383833e-13
  R117	CHO	+ CNO		= HCNO	+ CO		1.031091e-13
  R475	OCS	+ O		= CO	+ SO		2.359141e-14
  T16	CH2O2			= CO	+ H2O		1.442536e-14
  R108	CHO	+ C2H		= C2H2	+ CO		7.962079e-16
  R116	CHO	+ CN		= HCN	+ CO		2.706603e-16
  R568	NO2	+ CHO		= CO	+ HNO2		4.943160e-17
  R350	NO	+ CNO		= CO	+ N2O		2.476421e-17
  R352	NO	+ CNO		= CO	+ N2	+ O	1.467453e-17
  R467	O(1D)	+ OCS		= CO	+ SO		3.701966e-18
  R375	NO2	+ CNO		= CO	+ NO	+ NO	1.462877e-18
  R125	CS	+ O		= CO	+ S		1.449274e-18
  R7	C	+ OCS		= CO	+ CS		1.415372e-18
  R333	NO	+ C2H		= HCN	+ CO		6.747190e-19
  R515	OH	+ HCN		= CO	+ NH2		3.810474e-20
  R538	S	+ OCS		= CO	+ S2		1.152977e-20
  R330	NH3	+ CNO		= CO	+ N2H3		1.247745e-25
  R372	NO2	+ CN		= CO	+ N2O		4.990967e-27
  T14	CH2O			= CO	+ H2		1.526452e-29
  T30	C2H2O			= CO	+ CH2		3.352562e-30
  R124	CO2	+ CN		= CNO	+ CO		1.524536e-33
  T40	CNO			= CO	+ N		1.694011e-36
  T60	OCS			= CO	+ S		3.107891e-44
  T35	C2H4O			= CH4	+ CO		3.896268e-50
  T29	C2HO			= CO	+ CH		5.487155e-53

CO				LOSS RXS		INT RX RATE	TL = 4.87e+12

  M89	OH	+ CO		= CO2	+ H		3.120295e+12
  M31	O	+ CO		= CO2			7.468502e+11
  M12	H	+ CO		= CHO			7.216050e+11
  M39	OH	+ CO		= CHO2			2.564614e+11
  P35	CO			= C	+ O		2.286244e+10
  M6	CO	+ CH3		= C2H3O			4.449204e+03
  M5	CO	+ CH		= C2HO			3.332664e+02
  R122	CO	+ CH3		= C2H2	+ OH		5.746964e-37
  R121	CO	+ C2H4		= C2H3	+ CHO		1.183435e-59
  R120	CO	+ C2H2		= C2H	+ CHO		2.379908e-73
  R88	CH3S	+ CO		= OCS	+ CH3		0.000000e+00

************************************************************

O3				PRODUCTION RXS		INT RX RATE	TP = 3.81e+12

  M35	O	+ O2		= O3			3.810031e+12

O3				LOSS RXS		INT RX RATE	TL = 3.81e+12

  P4	O3			= O2	+ O(1D)		2.658115e+12
  R192	H	+ O3		= OH	+ O2		8.067370e+11
  P3	O3			= O2	+ O		3.428451e+11
  R261	HO2	+ O3		= OH	+ O2	+ O2	1.064942e+09
  R444	O	+ O3		= O2	+ O2		9.525334e+08
  R545	SO	+ O3		= SO2	+ O2		3.090356e+08
  R470	O3	+ CH3		= CH3O	+ O2		5.362435e+05
  R525	OH	+ O3		= HO2	+ O2		1.646526e+05
  T1	O3			= O2	+ O		1.528325e+05
  R465	O(1D)	+ O3		= O2	+ O2		1.178051e+05
  R466	O(1D)	+ O3		= O2	+ O	+ O	1.178051e+05
  R537	S	+ O3		= O2	+ SO		9.075616e+04
  R269	HS	+ O3		= O2	+ HSO		2.143257e+04
  R271	HSO	+ O3		= HS	+ O2	+ O2	1.329639e+03
  R216	HSO	+ O3		= HSO2	+ O2		5.698455e+02
  R471	O3	+ CH3O		= CH3O2	+ O2		8.261571e+01
  R354	NO	+ O3		= NO2	+ O2		6.691611e+01
  R294	N	+ O3		= NO	+ O2		1.043619e-01
  R377	NO2	+ O3		= NO3	+ O2		8.304470e-03
  R325	NH2	+ O3		= H2O	+ NO2		3.445874e-04
  R469	O3	+ C2H5		= C2H5O	+ O2		1.807904e-04
  R472	O3	+ CH3O2		= CH3O	+ O2	+ O2	2.334171e-05
  R468	O3	+ C2H4		= CH2O	+ CH2O2		7.760854e-08
  R421	O3	+ C2H2		= CO	+ CH2O2		3.055938e-12
  R126	CS	+ O3		= O2	+ OCS		9.755281e-29
  R90	CH3S	+ O3		= CH3O	+ SO2		0.000000e+00

************************************************************

OH				PRODUCTION RXS		INT RX RATE	TP = 3.47e+12

  R441	O	+ HO2		= OH	+ O2		2.302816e+12
  R192	H	+ O3		= OH	+ O2		8.067370e+11
  P7	H2O2			= OH	+ OH		1.531994e+11 (x2)
  R180	H	+ HO2		= OH	+ OH		1.583540e+10 (x2)
  P6	H2O			= H	+ OH		1.316965e+10
  P5	HO2			= O	+ OH		3.956360e+09
  M16	H	+ O		= OH			2.975264e+09
  R455	O(1D)	+ H2		= H	+ OH		2.913606e+09
  R426	O	+ CHO		= CO	+ OH		1.569416e+09
  R261	HO2	+ O3		= OH	+ O2	+ O2	1.064942e+09
  R433	O	+ H2		= H	+ OH		1.864703e+08
  R413	O	+ CH2O		= CHO	+ OH		1.609259e+08
  R450	O(1D)	+ CH4		= CH3	+ OH		1.297931e+08
  T17	CH3O2			= CH2O	+ OH		1.185000e+08
  R428	O	+ CHO2		= CO2	+ OH		8.136569e+07
  R434	O	+ H2O2		= OH	+ HO2		4.863009e+07
  R167	H	+ H2O2		= OH	+ H2O		1.216524e+07
  R456	O(1D)	+ H2O		= OH	+ OH		2.240164e+06 (x2)
  R423	O	+ CH4		= CH3	+ OH		1.975113e+06
  R409	O	+ CH2		= CH	+ OH		6.162099e+05
  R419	O	+ CH3O		= CH2O	+ OH		4.165003e+05
  R558	HSO	+ O2		= OH	+ SO2		1.237765e+05
  R578	HSO	+ O		= OH	+ SO		1.979264e+04
  R263	HS	+ HO2		= OH	+ HSO		1.914436e+04
  R259	HO2	+ NO		= OH	+ NO2		1.679632e+04
  R571	S	+ HO2		= SO	+ OH		3.622053e+03
  R268	HS	+ O2		= SO	+ OH		2.082865e+03
  R153	H	+ CH3O		= CH3	+ OH		1.722923e+03
  R424	O	+ CH4O		= CH3O	+ OH		1.095703e+03
  R231	H2S	+ O		= OH	+ HS		8.850679e+02
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	5.430607e+02
  R189	H	+ NO2		= OH	+ NO		4.991809e+02
  P19	HNO4			= NO3	+ OH		2.230346e+02
  R260	HO2	+ NO3		= OH	+ NO2	+ O2	1.765774e+02
  R575	HSO	+ H		= HS	+ OH		1.369617e+02
  R554	SO3	+ H		= OH	+ SO2		6.886800e+01
  P27	CH2O2			= CHO	+ OH		2.267743e+01
  R190	H	+ NO3		= OH	+ NO2		1.983192e+01
  R401	O	+ C2H4O		= C2H3O	+ OH		1.354359e+01
  P24	CH4O2			= CH3O	+ OH		8.670479e+00
  R274	HSO3	+ O		= OH	+ SO3		8.576201e+00
  R407	O	+ CH		= OH	+ C		3.782177e+00
  R439	O	+ HNO		= OH	+ NO		3.046495e+00
  R369	NO2	+ CHO		= NO	+ CO	+ OH	2.755766e+00
  P14	HNO2			= NO	+ OH		1.805762e+00
  R155	H	+ CH3O2		= CH3O	+ OH		9.625525e-01
  R453	O(1D)	+ CH4O		= CH3O	+ OH		4.419127e-01
  R397	O	+ C2H4		= C2H3	+ OH		4.565626e-02
  R425	O	+ CH4O2		= CH3O2	+ OH		3.137075e-02
  R394	O	+ C2H3		= C2H2	+ OH		1.804349e-02
  P15	HNO3			= NO2	+ OH		9.906340e-03
  R406	O	+ C2H6		= C2H5	+ OH		9.338340e-03
  R404	O	+ C2H5		= C2H4	+ OH		8.145643e-03
  R323	NH2	+ O		= OH	+ NH		7.451509e-03
  R166	H	+ H2O		= H2	+ OH		6.461416e-03
  R448	O(1D)	+ C2H6		= C2H5	+ OH		3.736092e-03
  R306	NH	+ O2		= OH	+ NO		2.093470e-03
  R305	NH	+ O		= OH	+ N		1.698448e-03
  R165	H	+ CO2		= CO	+ OH		5.821703e-05
  R447	O(1D)	+ C2H4		= C2H3	+ OH		4.290889e-05
  T53	HSO3			= OH	+ SO2		6.592478e-06
  T48	CHO2			= CO	+ OH		7.945973e-07
  R417	O	+ CH3NO2	= OH	+ CH2O	+ NO	2.429857e-07
  R175	H	+ HNO2		= OH	+ HNO		8.248463e-08
  R342	NO	+ CH		= CN	+ OH		3.183528e-08
  T31	C2H3O			= C2H2	+ OH		2.966662e-08
  R45	CH2	+ CH3O		= C2H4	+ OH		2.019716e-08
  T3	H2O2			= OH	+ OH		1.547762e-08 (x2)
  R215	H2O	+ C2H		= C2H2	+ OH		1.482936e-08
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	1.121228e-08
  R461	O(1D)	+ NH3		= OH	+ NH2		1.084820e-08
  R418	O	+ CH3NO3	= OH	+ CH2O	+ NO2	3.779978e-09
  R248	HO2	+ C2H4		= C2H4O	+ OH		1.041225e-09
  R319	NH2	+ H2O		= OH	+ NH3		2.121172e-10
  R303	NH	+ NO2		= OH	+ N2O		7.627355e-11
  R220	H2O	+ CNO		= HCNO	+ OH		3.529357e-11
  R245	HO2	+ C2H2		= C2H2O	+ OH		1.904977e-11
  R201	NH	+ NO		= OH	+ N2		1.758089e-11
  R217	H2O	+ C2H5		= C2H6	+ OH		1.385875e-13
  R437	O	+ HCNO		= CNO	+ OH		4.524527e-14
  T37	C2H5O			= C2H4	+ OH		1.329586e-14
  T23	CH4O2			= CH3O	+ OH		8.417696e-15
  T9	HNO2			= OH	+ NO		7.752086e-18
  R219	H2O	+ CN		= HCN	+ OH		1.934154e-19
  R173	H	+ HNO		= OH	+ NH		4.645627e-22
  T10	HNO3			= OH	+ NO2		6.409469e-25
  T20	CH4O			= CH3	+ OH		1.012343e-32
  R287	N	+ H2O		= OH	+ NH		1.511312e-35
  R122	CO	+ CH3		= C2H2	+ OH		5.746964e-37
  R188	H	+ NO		= OH	+ N		1.807145e-44
  R214	H2O	+ C		= CH	+ OH		7.332364e-45

