  R322	NH2	+ O		= H	+ HNO		2.968881e-04
  R370	NO2	+ CHO		= NO	+ CO2	+ H	2.527045e-04
  R495	OH	+ CH3		= CH3O	+ H		7.271753e-05
  P41	HCN			= H	+ CN		2.378538e-05
  R308	NH	+ OH		= H	+ HNO		8.098551e-06
  R435	O	+ HCN		= H	+ CNO		3.773619e-06
  R281	N	+ CH		= CN	+ H		5.936740e-07
  P28	CH2O2			= CHO2	+ H		2.868725e-07
  R339	NO	+ CH		= H	+ CNO		1.923992e-07
  R212	H2	+ NH2		= NH3	+ H		6.884705e-08
  R207	H2	+ CN		= HCN	+ H		2.157782e-08
  R197	H2	+ C2H3		= C2H4	+ H		2.140411e-08
  R209	H2	+ HO2		= H2O2	+ H		1.127720e-08
  R506	OH	+ CN		= H	+ CNO		2.470923e-09
  T27	C2H5			= C2H4	+ H		2.494933e-10
  R205	H2	+ CH3O2		= CH4O2	+ H		1.473585e-12
  R301	NH	+ NO		= N2O	+ H		2.753035e-14
  R479	OH	+ C2H2		= C2H2O	+ H		1.435601e-14
  R327	NH3	+ CH		= HCN	+ H2	+ H	1.131472e-14
  R277	N	+ C2H3		= C2H2N	+ H		3.140010e-15
  R528	OH	+ SO		= SO2	+ H		1.511269e-16
  P70	C2H5N			= HCN	+ CH3	+ H	5.087782e-17
  R289	N	+ NH		= N2	+ H		2.460487e-17
  T2	HO2			= O2	+ H		1.018471e-17
  P68	N2H4			= N2H3	+ H		3.925731e-19
  R266	HS	+ O		= H	+ SO		1.303518e-19
  R527	OH	+ S		= H	+ SO		1.233622e-19
  R213	H2	+ NO2		= H	+ HNO2		9.260277e-20
  T8	HNO			= H	+ NO		6.996558e-21
  R3	C	+ H2		= CH	+ H		1.467429e-21
  P45	H2S			= HS	+ H		7.934786e-27
  T25	C2H3			= C2H2	+ H		3.674496e-27
  R546	SO2	+ C2H		= CO	+ OCS	+ H	5.656028e-30
  R10	H2	+ C2H4		= C2H5	+ H		3.628673e-43
  T28	C2H6			= C2H5	+ H		8.447191e-48
  T19	CH4O			= CH3O	+ H		1.412490e-48
  R41	H2	+ C2H2		= C2H3	+ H		9.867252e-49
  R533	S	+ HS		= H	+ S2		1.454318e-50
  T57	HCN			= H	+ CN		3.400537e-72
  T42	HSO			= SO	+ H		1.552129e-81
  T43	HOSO			= SO2	+ H		4.416816e-103
  T59	H2S			= HS	+ H		4.640753e-122
  P38	H2			= H	+ H		0.000000e+00 (x2)

H				LOSS RXS		INT RX RATE	TL = 5.13e+12

  M17	H	+ O2		= HO2			1.481575e+12
  M18	H	+ OH		= H2O			1.128286e+12
  M12	H	+ CO		= CHO			4.692236e+11
  R180	H	+ HO2		= OH	+ OH		4.646269e+11
  R162	H	+ CHO		= CO	+ H2		4.551145e+11
  M13	H	+ H		= H2			4.320715e+11 (x2)
  M10	H	+ CHO		= CH2O			7.668625e+10
  R182	H	+ HO2		= H2	+ O2		4.452674e+10
  R148	H	+ CH2O		= H2	+ CHO		4.202558e+10
  M16	H	+ O		= OH			3.822146e+10
  M57	H	+ CH3		= CH4			2.722794e+10
  R192	H	+ O3		= OH	+ O2		1.996054e+10
  R181	H	+ HO2		= O	+ H2O		1.032504e+10
  R167	H	+ H2O2		= OH	+ H2O		1.511412e+09
  R157	H	+ CH4		= CH3	+ H2		8.427637e+08
  R152	H	+ CH3O		= CH4O			6.733787e+08
  R153	H	+ CH3O		= CH3	+ OH		3.741290e+08
  R155	H	+ CH3O2		= CH3O	+ OH		3.182719e+08
  M88	H	+ CH2O		= CH3O			3.095370e+08
  R168	H	+ H2O2		= H2	+ HO2		1.776392e+08
  R159	H	+ CH4O		= CH3O	+ H2		1.640579e+08
  R166	H	+ H2O		= H2	+ OH		3.690500e+07
  R154	H	+ CH3O		= CH2O	+ H2		2.338306e+07
  R140	H	+ C2H5		= CH3	+ CH3		2.575574e+05
  M58	H	+ C2H5		= C2H6			2.092749e+05
  R133	H	+ C2H3O		= CHO	+ CH3		2.064332e+05
  R146	H	+ CH2		= CH	+ H2		1.987184e+05
  R134	H	+ C2H3O		= C2H2O	+ H2		1.125999e+05
  R138	H	+ C2H4O		= CH4	+ CHO		9.488393e+04
  R161	H	+ CH4O2		= H2	+ CH3O2		6.761231e+04
  R137	H	+ C2H4O		= C2H3O	+ H2		5.833606e+04
  R160	H	+ CH4O2		= CH3O	+ H2O		5.603486e+04
  R145	H	+ CH		= C	+ H2		5.080062e+04
  R142	H	+ C2H5O		= C2H4O	+ H2		3.374905e+04
  R130	H	+ C2H2O		= CO	+ CH3		1.791761e+04
  R143	H	+ C2H6		= C2H5	+ H2		1.531608e+04
  R141	H	+ C2H5		= C2H4	+ H2		1.287787e+04
  M9	H	+ C2H4		= C2H5			1.197172e+04
  R165	H	+ CO2		= CO	+ OH		1.972432e+03
  M15	H	+ NO		= HNO			8.903560e+02
  R172	H	+ HNO		= H2	+ NO		8.576296e+02
  R136	H	+ C2H4O		= C2H5O			2.480541e+02
  M56	H	+ CH2		= CH3			2.353776e+01
  R189	H	+ NO2		= OH	+ NO		2.198231e+01
  R131	H	+ C2H3		= C2H4			2.301730e-01
  R175	H	+ HNO2		= OH	+ HNO		2.061934e-01
  M7	H	+ C2H2		= C2H3			1.368443e-01
  R177	H	+ HNO2		= H2O	+ NO		7.246941e-02
  R127	H	+ C2H		= C2H2			6.058227e-02
  R190	H	+ NO3		= OH	+ NO2		5.899368e-02
  R132	H	+ C2H3		= C2H2	+ H2		2.381029e-02
  R149	H	+ CH3		= CH2	+ H2		2.158498e-02
  R176	H	+ HNO2		= H2	+ NO2		4.845059e-03
  M14	H	+ NH2		= NH3			2.626416e-03
  M23	N	+ H		= NH			1.420675e-03
  R171	H	+ HCNO		= CO	+ NH2		1.160043e-03
  R150	H	+ CH3NO2	= CH4O	+ NO		8.093258e-05
  R135	H	+ C2H4		= C2H3	+ H2		8.473852e-06
  R163	H	+ CNO		= CO	+ NH		4.457853e-06
  R178	H	+ HNO3		= H2O	+ NO2		8.713980e-07
  M11	H	+ CN		= HCN			2.057258e-08
  R173	H	+ HNO		= OH	+ NH		1.049729e-08
  R156	H	+ CH3O2		= CH4	+ O2		6.037279e-09
  R186	H	+ NH3		= H2	+ NH2		3.945927e-09
  R164	H	+ CNO		= HCN	+ O		8.904526e-12
  R179	H	+ HNO3		= H2	+ NO3		3.085392e-12
  R169	H	+ HCNO		= H2	+ CNO		5.707119e-13
  R183	H	+ N2O		= NO	+ NH		2.276576e-13
  R174	H	+ HNO		= NH2	+ O		1.854184e-17
  R129	H	+ C2H2		= C2H	+ H2		3.376249e-18
  M51	H	+ SO		= HSO			9.748826e-19
  R641	N2H3	+ H		= NH2	+ NH2		4.792098e-19
  R575	HSO	+ H		= HS	+ OH		1.236460e-19
  R639	N2H4	+ H		= N2H3	+ H2		8.660155e-20
  R567	HSO3	+ H		= H2	+ SO3		3.765616e-20
  R576	HSO	+ H		= H2	+ SO		1.099076e-20
  R560	HS	+ H		= H2	+ S		7.418322e-21
  M48	SO2	+ H		= HOSO			5.908124e-21
  R554	SO3	+ H		= OH	+ SO2		4.024872e-21
  R230	H2S	+ H		= H2	+ HS		1.700286e-27
  R188	H	+ NO		= OH	+ N		3.863475e-32
  R128	H	+ C2H		= H2	+ C2		1.798301e-32
  R187	H	+ NO		= NH	+ O		6.286193e-47
  R103	CH4S	+ H		= CH3	+ H2S		0.000000e+00
  R104	CH4S	+ H		= H2	+ CH3S		0.000000e+00

************************************************************

OH				PRODUCTION RXS		INT RX RATE	TP = 4.51e+12

  P6	H2O			= H	+ OH		2.519900e+12
  R441	O	+ HO2		= OH	+ O2		9.480407e+11
  R180	H	+ HO2		= OH	+ OH		4.646269e+11 (x2)
  M16	H	+ O		= OH			3.822146e+10
  R192	H	+ O3		= OH	+ O2		1.996054e+10
  P5	HO2			= O	+ OH		1.932111e+10
  P7	H2O2			= OH	+ OH		1.161883e+10 (x2)
  R428	O	+ CHO2		= CO2	+ OH		1.072703e+10
  R167	H	+ H2O2		= OH	+ H2O		1.511412e+09
  R153	H	+ CH3O		= CH3	+ OH		3.741290e+08
  R155	H	+ CH3O2		= CH3O	+ OH		3.182719e+08
  R426	O	+ CHO		= CO	+ OH		2.786315e+08
  R433	O	+ H2		= H	+ OH		1.187099e+08
  R413	O	+ CH2O		= CHO	+ OH		7.060332e+07
  R166	H	+ H2O		= H2	+ OH		3.690500e+07
  P24	CH4O2			= CH3O	+ OH		1.315127e+07
  R456	O(1D)	+ H2O		= OH	+ OH		7.556131e+06 (x2)
  R419	O	+ CH3O		= CH2O	+ OH		4.381442e+06
  R423	O	+ CH4		= CH3	+ OH		1.798702e+06
  R434	O	+ H2O2		= OH	+ HO2		1.732519e+06
  R455	O(1D)	+ H2		= H	+ OH		1.419163e+06
  R261	HO2	+ O3		= OH	+ O2	+ O2	5.105227e+05
  R424	O	+ CH4O		= CH3O	+ OH		4.910449e+05
  R409	O	+ CH2		= CH	+ OH		6.480310e+04
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	3.901438e+04
  R450	O(1D)	+ CH4		= CH3	+ OH		2.890353e+04
  R425	O	+ CH4O2		= CH3O2	+ OH		1.015526e+04
  R404	O	+ C2H5		= C2H4	+ OH		2.753050e+03
  R401	O	+ C2H4O		= C2H3O	+ OH		2.049726e+03
  R165	H	+ CO2		= CO	+ OH		1.972432e+03
  R406	O	+ C2H6		= C2H5	+ OH		1.109501e+02
  R259	HO2	+ NO		= OH	+ NO2		6.443028e+01
  P14	HNO2			= NO	+ OH		2.984611e+01
  R189	H	+ NO2		= OH	+ NO		2.198231e+01
  R439	O	+ HNO		= OH	+ NO		7.296193e+00
  R453	O(1D)	+ CH4O		= CH3O	+ OH		4.730873e+00
  R407	O	+ CH		= OH	+ C		1.774511e+00
  T48	CHO2			= CO	+ OH		1.358917e+00
  T37	C2H5O			= C2H4	+ OH		1.293169e+00
  P15	HNO3			= NO2	+ OH		5.355833e-01
  R397	O	+ C2H4		= C2H3	+ OH		2.692646e-01
  R175	H	+ HNO2		= OH	+ HNO		2.061934e-01
  P19	HNO4			= NO3	+ OH		8.865663e-02
  R448	O(1D)	+ C2H6		= C2H5	+ OH		7.969386e-02
  R394	O	+ C2H3		= C2H2	+ OH		6.098342e-02
  R190	H	+ NO3		= OH	+ NO2		5.899368e-02
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	1.297407e-02
  R369	NO2	+ CHO		= NO	+ CO	+ OH	2.788796e-03
  R215	H2O	+ C2H		= C2H2	+ OH		2.499639e-03
  R260	HO2	+ NO3		= OH	+ NO2	+ O2	1.965611e-03
  R305	NH	+ O		= OH	+ N		1.331431e-04
  R45	CH2	+ CH3O		= C2H4	+ OH		4.626484e-05
  R323	NH2	+ O		= OH	+ NH		4.610311e-05
  R447	O(1D)	+ C2H4		= C2H3	+ OH		5.153147e-06
  R217	H2O	+ C2H5		= C2H6	+ OH		1.564594e-06
  P27	CH2O2			= CHO	+ OH		1.338738e-06
  R306	NH	+ O2		= OH	+ NO		1.324425e-06
  T31	C2H3O			= C2H2	+ OH		8.971762e-07
  R342	NO	+ CH		= CN	+ OH		6.733970e-07
  R219	H2O	+ CN		= HCN	+ OH		5.943419e-07
  R248	HO2	+ C2H4		= C2H4O	+ OH		4.426738e-07
  R220	H2O	+ CNO		= HCNO	+ OH		3.472983e-07
  R319	NH2	+ H2O		= OH	+ NH3		9.260409e-08
  R417	O	+ CH3NO2	= OH	+ CH2O	+ NO	6.974263e-08
  R418	O	+ CH3NO3	= OH	+ CH2O	+ NO2	3.685927e-08
  R173	H	+ HNO		= OH	+ NH		1.049729e-08
  R245	HO2	+ C2H2		= C2H2O	+ OH		8.463345e-11
  T23	CH4O2			= CH3O	+ OH		6.359967e-11
  T3	H2O2			= OH	+ OH		2.625107e-11 (x2)
  R461	O(1D)	+ NH3		= OH	+ NH2		9.298080e-13
  R437	O	+ HCNO		= CNO	+ OH		1.364967e-13
  T17	CH3O2			= CH2O	+ OH		4.682876e-14
  R201	NH	+ NO		= OH	+ N2		5.514214e-15
  R303	NH	+ NO2		= OH	+ N2O		1.377367e-15
  T9	HNO2			= OH	+ NO		5.576313e-18
  R578	HSO	+ O		= OH	+ SO		8.360292e-19
  R575	HSO	+ H		= HS	+ OH		1.236460e-19
  R274	HSO3	+ O		= OH	+ SO3		7.807916e-20
  T10	HNO3			= OH	+ NO2		5.136410e-20
  R571	S	+ HO2		= SO	+ OH		1.247799e-20
  R554	SO3	+ H		= OH	+ SO2		4.024872e-21
  R558	HSO	+ O2		= OH	+ SO2		5.775848e-22
  R263	HS	+ HO2		= OH	+ HSO		1.667821e-23
  R268	HS	+ O2		= SO	+ OH		3.301480e-26
  R287	N	+ H2O		= OH	+ NH		7.851986e-28
  R231	H2S	+ O		= OH	+ HS		1.301198e-29
  R188	H	+ NO		= OH	+ N		3.863475e-32
  R214	H2O	+ C		= CH	+ OH		1.954131e-32
  R122	CO	+ CH3		= C2H2	+ OH		4.741537e-35
  T53	HSO3			= OH	+ SO2		5.298042e-37
  T20	CH4O			= CH3	+ OH		1.848750e-38

OH				LOSS RXS		INT RX RATE	TL = 4.51e+12

  M89	OH	+ CO		= CO2	+ H		1.150873e+12
  M18	H	+ OH		= H2O			1.128286e+12
  R512	OH	+ H2		= H2O	+ H		9.890853e+11
  R445	O	+ OH		= O2	+ H		4.642167e+11
  M39	OH	+ CO		= CHO2			3.681374e+11
  R522	OH	+ HO2		= H2O	+ O2		1.753510e+11
  R505	OH	+ CHO2		= CO2	+ H2O		1.565338e+11
  R501	OH	+ CH4		= CH3	+ H2O		2.703253e+10
  R493	OH	+ CH2O		= CHO	+ H2O		1.933369e+10
  R513	OH	+ H2O2		= H2O	+ HO2		9.180170e+09
  M44	OH	+ OH		= H2O2			6.984025e+09 (x2)
  R526	OH	+ OH		= H2O	+ O		3.395154e+09 (x2)
  R504	OH	+ CHO		= CO	+ H2O		1.813232e+09
  R502	OH	+ CH4O		= CH3O	+ H2O		6.057045e+08
  R500	OH	+ CH3O2		= CH4O	+ O2		1.155584e+08
  R503	OH	+ CH4O2		= CH3O2	+ H2O		7.331096e+07
  R525	OH	+ O3		= HO2	+ O2		2.636803e+06
  R499	OH	+ CH3O		= CH2O	+ H2O		2.345355e+06
  R496	OH	+ CH3		= CH2	+ H2O		1.168599e+06
  R491	OH	+ C2H6		= C2H5	+ H2O		5.214914e+05
  R489	OH	+ C2H4O		= C2H3O	+ H2O		3.386677e+05
  R483	OH	+ C2H2O		= CO	+ CH3O		1.102044e+05
  R487	OH	+ C2H3O		= C2H2O	+ H2O		1.708188e+04
  M38	OH	+ C2H4		= C2H5O			1.261720e+04
  R490	OH	+ C2H5		= C2H4	+ H2O		9.674346e+03
  M42	OH	+ NO		= HNO2			3.414111e+01
  R519	OH	+ HNO		= H2O	+ NO		4.923197e+00
  R520	OH	+ HNO2		= H2O	+ NO2		3.978658e+00
  R492	OH	+ CH2		= CH2O	+ H		1.104352e+00
  M43	OH	+ NO2		= HNO3			8.257021e-01
  M41	OH	+ HNO3		= H2O	+ NO3		2.499293e-01
  R521	OH	+ HNO4		= H2O	+ NO2	+ O2	2.308789e-01
  R295	N	+ OH		= NO	+ H		5.987165e-02
  R481	OH	+ C2H2		= C2HO	+ H2		5.692709e-02
  R488	OH	+ C2H4		= C2H3	+ H2O		1.628194e-02
  R485	OH	+ C2H3		= C2H4O			6.812031e-03
  R486	OH	+ C2H3		= C2H2	+ H2O		6.812031e-03
  R524	OH	+ NO3		= HO2	+ NO2		2.789977e-03
  R523	OH	+ NH3		= H2O	+ NH2		3.906677e-04
  R477	OH	+ C2H		= CO	+ CH2		9.027035e-05
  R478	OH	+ C2H		= C2H2	+ O		9.027035e-05
  R495	OH	+ CH3		= CH3O	+ H		7.271753e-05
  R482	OH	+ C2H2		= CO	+ CH3		6.330228e-05
  R308	NH	+ OH		= H	+ HNO		8.098551e-06
  R517	OH	+ HCNO		= CNO	+ H2O		1.921826e-06
  R494	OH	+ CH2O2		= CHO2	+ H2O		1.846331e-06
  R498	OH	+ CH3NO3	= CH2O	+ NO2	+ H2O	1.553317e-06
  R516	OH	+ HCN		= CN	+ H2O		7.157632e-07
  R309	NH	+ OH		= H2O	+ N		5.834443e-07
  R326	NH2	+ OH		= H2O	+ NH		4.934469e-07
  R644	NH2	+ OH		= NH3	+ O		2.505063e-07
  R506	OH	+ CN		= H	+ CNO		2.470923e-09
  R515	OH	+ HCN		= CO	+ NH2		3.908044e-10
  R509	OH	+ CNO		= HCNO	+ O		1.565190e-11
  R507	OH	+ CN		= O	+ HCN		4.797484e-12
  R480	OH	+ C2H2		= C2H	+ H2O		6.799133e-14
  R479	OH	+ C2H2		= C2H2O	+ H		1.435601e-14
  R528	OH	+ SO		= SO2	+ H		1.511269e-16
  R40	NH	+ OH		= NH2	+ O		7.629248e-17
  M50	SO2	+ OH		= HSO3			4.021809e-19
  R527	OH	+ S		= H	+ SO		1.233622e-19
  R574	HSO	+ OH		= H2O	+ SO		2.476503e-21
  R566	HSO3	+ OH		= H2O	+ SO3		6.164835e-22
  R232	H2S	+ OH		= H2O	+ HS		6.889791e-28
  M47	SO	+ OH		= HOSO			1.498812e-30
  R473	OCS	+ OH		= CO2	+ HS		9.189867e-35
  R556	SO3	+ OH		= HO2	+ SO2		1.542684e-55
  R107	CH4S	+ OH		= H2O	+ CH3S		0.000000e+00
  M37	OH	+ C2H2		= C2H3O			0.000000e+00

************************************************************

H2O				PRODUCTION RXS		INT RX RATE	TP = 2.52e+12

  M18	H	+ OH		= H2O			1.128286e+12
  R512	OH	+ H2		= H2O	+ H		9.890853e+11
  R522	OH	+ HO2		= H2O	+ O2		1.753510e+11
  R505	OH	+ CHO2		= CO2	+ H2O		1.565338e+11
  R501	OH	+ CH4		= CH3	+ H2O		2.703253e+10
  R493	OH	+ CH2O		= CHO	+ H2O		1.933369e+10
  R181	H	+ HO2		= O	+ H2O		1.032504e+10
  R513	OH	+ H2O2		= H2O	+ HO2		9.180170e+09
  R526	OH	+ OH		= H2O	+ O		3.395154e+09
  R504	OH	+ CHO		= CO	+ H2O		1.813232e+09
  R167	H	+ H2O2		= OH	+ H2O		1.511412e+09
  R502	OH	+ CH4O		= CH3O	+ H2O		6.057045e+08
  R503	OH	+ CH4O2		= CH3O2	+ H2O		7.331096e+07
  R499	OH	+ CH3O		= CH2O	+ H2O		2.345355e+06
  R496	OH	+ CH3		= CH2	+ H2O		1.168599e+06
  R491	OH	+ C2H6		= C2H5	+ H2O		5.214914e+05
  R489	OH	+ C2H4O		= C2H3O	+ H2O		3.386677e+05
  R160	H	+ CH4O2		= CH3O	+ H2O		5.603486e+04
  R487	OH	+ C2H3O		= C2H2O	+ H2O		1.708188e+04
  R490	OH	+ C2H5		= C2H4	+ H2O		9.674346e+03
  R519	OH	+ HNO		= H2O	+ NO		4.923197e+00
  R520	OH	+ HNO2		= H2O	+ NO2		3.978658e+00
  M41	OH	+ HNO3		= H2O	+ NO3		2.499293e-01
  R521	OH	+ HNO4		= H2O	+ NO2	+ O2	2.308789e-01
  R177	H	+ HNO2		= H2O	+ NO		7.246941e-02
  R488	OH	+ C2H4		= C2H3	+ H2O		1.628194e-02
  R486	OH	+ C2H3		= C2H2	+ H2O		6.812031e-03
  R523	OH	+ NH3		= H2O	+ NH2		3.906677e-04
  R517	OH	+ HCNO		= CNO	+ H2O		1.921826e-06
  R494	OH	+ CH2O2		= CHO2	+ H2O		1.846331e-06
  R498	OH	+ CH3NO3	= CH2O	+ NO2	+ H2O	1.553317e-06
  R178	H	+ HNO3		= H2O	+ NO2		8.713980e-07
  R516	OH	+ HCN		= CN	+ H2O		7.157632e-07
  R309	NH	+ OH		= H2O	+ N		5.834443e-07
  R326	NH2	+ OH		= H2O	+ NH		4.934469e-07
  P29	CH2O2			= H2O	+ CO		2.868725e-07
  R325	NH2	+ O3		= H2O	+ NO2		1.327988e-08
  R320	NH2	+ NO		= H2O	+ N2		2.159582e-13
  R480	OH	+ C2H2		= C2H	+ H2O		6.799133e-14
  R321	NH2	+ NO2		= H2O	+ N2O		2.520033e-14
  T24	CH4O2			= CH2O	+ H2O		1.002937e-14
  R574	HSO	+ OH		= H2O	+ SO		2.476503e-21
  R566	HSO3	+ OH		= H2O	+ SO3		6.164835e-22
  R232	H2S	+ OH		= H2O	+ HS		6.889791e-28
  T22	CH4O			= CH21	+ H2O		2.205842e-39
  T16	CH2O2			= CO	+ H2O		5.731519e-40
  R107	CH4S	+ OH		= H2O	+ CH3S		0.000000e+00
  P50	H2SO4			= SO3	+ H2O		0.000000e+00

H2O				LOSS RXS		INT RX RATE	TL = 2.52e+12

  P6	H2O			= H	+ OH		2.519900e+12
  R166	H	+ H2O		= H2	+ OH		3.690500e+07
  P73	H2O			= H	+ H	+ O	2.033485e+07
  P72	H2O			= H2	+ O(1D)		1.730888e+07
  R456	O(1D)	+ H2O		= OH	+ OH		7.556131e+06
  R218	H2O	+ CH		= CH3O			5.628974e+04
  R215	H2O	+ C2H		= C2H2	+ OH		2.499639e-03
  R217	H2O	+ C2H5		= C2H6	+ OH		1.564594e-06
  R219	H2O	+ CN		= HCN	+ OH		5.943419e-07
  R220	H2O	+ CNO		= HCNO	+ OH		3.472983e-07
  R319	NH2	+ H2O		= OH	+ NH3		9.260409e-08
  R565	SO3	+ H2O		= H2SO4			1.665914e-19
  R287	N	+ H2O		= OH	+ NH		7.851986e-28
  R214	H2O	+ C		= CH	+ OH		1.954131e-32

************************************************************

O2				PRODUCTION RXS		INT RX RATE	TP = 2.07e+12

  R441	O	+ HO2		= OH	+ O2		9.480407e+11
  R445	O	+ OH		= O2	+ H		4.642167e+11
  P4	O3			= O2	+ O(1D)		3.002004e+11
  R522	OH	+ HO2		= H2O	+ O2		1.753510e+11
  M34	O	+ O		= O2			5.602332e+10
  P3	O3			= O2	+ O		4.866856e+10
  R182	H	+ HO2		= H2	+ O2		4.452674e+10
  R192	H	+ O3		= OH	+ O2		1.996054e+10
  R257	HO2	+ HO2		= H2O2	+ O2		1.168494e+10
  M19	HO2	+ HO2		= H2O2	+ O2		3.909596e+09
  R422	O	+ CH3O2		= CH3O	+ O2		2.014191e+08
  R500	OH	+ CH3O2		= CH4O	+ O2		1.155584e+08
  R254	HO2	+ CH3O2		= CH4O2	+ O2		8.661359e+07
  R444	O	+ O3		= O2	+ O2		4.676554e+06 (x2)
  R464	O(1D)	+ O2		= O	+ O2		3.713485e+06
  R525	OH	+ O3		= HO2	+ O2		2.636803e+06
  R420	O	+ CH3O		= CH3	+ O2		1.564801e+06
  R261	HO2	+ O3		= OH	+ O2	+ O2	5.105227e+05 (x2)
  R470	O3	+ CH3		= CH3O	+ O2		1.101935e+05
  R85	CH3O2	+ CH3O2		= CH3O	+ CH3O	+ O2	4.324712e+03
  R86	CH3O2	+ CH3O2		= CH4O	+ CH2O	+ O2	2.638807e+03
  R251	HO2	+ C2H5		= C2H6	+ O2		1.899421e+02
  R465	O(1D)	+ O3		= O2	+ O2		8.898540e+01 (x2)
  R466	O(1D)	+ O3		= O2	+ O	+ O	8.898540e+01
  R471	O3	+ CH3O		= CH3O2	+ O2		8.691285e+01
  M90	O	+ NO2		= NO	+ O2		1.498409e+01
  T1	O3			= O2	+ O		1.145453e+00
  R472	O3	+ CH3O2		= CH3O	+ O2	+ O2	6.883823e-01 (x2)
  R469	O3	+ C2H5		= C2H5O	+ O2		3.113489e-01
  R521	OH	+ HNO4		= H2O	+ NO2	+ O2	2.308789e-01
  P9	NO3			= NO	+ O2		1.966560e-01
  R459	O(1D)	+ N2O		= O2	+ N2		2.318323e-02
  R443	O	+ NO3		= NO2	+ O2		2.158760e-02
  R354	NO	+ O3		= NO2	+ O2		3.221785e-03
  R260	HO2	+ NO3		= OH	+ NO2	+ O2	1.965611e-03
  R258	HO2	+ NH2		= NH3	+ O2		1.766638e-04
  T6	NO3			= NO	+ O2		2.910361e-05
  R462	O(1D)	+ NO		= O2	+ N		1.737915e-06
  R440	O	+ HNO4		= HNO3	+ O2		1.031455e-06
  R294	N	+ O3		= NO	+ O2		9.800078e-07
  R384	NO3	+ CH3O2		= CH3O	+ NO2	+ O2	9.252545e-07
  R377	NO2	+ O3		= NO3	+ O2		5.248430e-08
  R156	H	+ CH3O2		= CH4	+ O2		6.037279e-09
  R463	O(1D)	+ NO2		= O2	+ NO		2.057791e-09
  R432	O	+ CNO		= CN	+ O2		6.600912e-13
  R244	HO2	+ C2H2		= C2H3	+ O2		3.240171e-16
  T2	HO2			= O2	+ H		1.018471e-17
  R376	NO2	+ NO3		= NO	+ NO2	+ O2	9.656917e-18
  R537	S	+ O3		= O2	+ SO		5.126624e-20
  R570	S	+ HO2		= HS	+ O2		1.247799e-20
  R545	SO	+ O3		= SO2	+ O2		6.295755e-21
  R387	NO3	+ NO3		= NO2	+ NO2	+ O2	7.163145e-22
  R269	HS	+ O3		= O2	+ HSO		8.080286e-25
